id,slug,name,title_raw,description,mathex_url,source,site,yandex_org_ids,yandex_links,coords_from_url,yandex_address,yandex_full_address,yandex_short_title,yandex_coords,yandex_composite_address,mathex_main_text,segment,price,year,all_addresses,forbes_url,description_short,description_values
forbes-low-05,,Лотос,,"Учредители школы, Александр и Вера Щёголь, хотели создать насыщенную и интересную образовательную среду для собственных детей. Они открыли школу, в которой сотрудники и ученики — одна большая семья, а дети чувствуют себя свободно и защищенно. В «Лотосе» убеждены, что успех необязательно сводится к высоким баллам на экзаменах: каждый ребенок может поверить в себя и достичь своих высот.",,forbes,,,,,,,,,,,low,540 000 — 579 500,1992,"[""Москва, Шенкурский проезд, 5""]",https://www.forbes.ru/,"Учредители школы, Александр и Вера Щёголь, хотели создать насыщенную и интересную образовательную среду для собственных детей. Они открыли школу, в которой сотрудники и ученики — одна большая семья, а дети чувствуют себя свободно и защищенно. В «Лотосе» убеждены, что успех необязательно сводится к высоким баллам на экзаменах: каждый ребенок может поверить в себя и достичь своих высот.","Приоритетные ценности: ответственность за свои действия и обучение, сотрудничество и командная работа, самореализация и развитие талантов."
forbes-low-06,,Русская школа,,"«Русская школа» — светское учебное заведение с элементами православного воспитания — стремится сформировать у учеников активную жизненную позицию. Школьники участвуют в творческих конкурсах, предметных олимпиадах, театральных фестивалях и научных конференциях. Программа дополнительного образования включает в себя самые разные занятия.",,forbes,,,,,,,,,,,low,310 000 — 450 000,1997,"[""Московская область, г. Видное, ул. Советская, дом 16""]",https://www.forbes.ru/,"«Русская школа» — светское учебное заведение с элементами православного воспитания — стремится сформировать у учеников активную жизненную позицию. Школьники участвуют в творческих конкурсах, предметных олимпиадах, театральных фестивалях и научных конференциях. Программа дополнительного образования включает в себя самые разные занятия.","Приоритетные ценности: моральные и семейные ценности, патриотизм и гражданские добродетели, самореализация и развитие талантов."
forbes-low-07,,Самсон,,"Учредитель школы — малое научно-производственное предприятие «Самсон», специализирующееся на профилактической и лечебной медицине. Среди приоритетов школы — академические достижения учеников и создание среды, сберегающей здоровье. Часть здания и территории отведена под собственный спортивный комплекс и зону отдыха.",,forbes,,,,,,,,,,,low,405 000 — 540 000,1992,"[""Москва, Кленовый бульвар, 7к2""]",https://www.forbes.ru/,"Учредитель школы — малое научно-производственное предприятие «Самсон», специализирующееся на профилактической и лечебной медицине. Среди приоритетов школы — академические достижения учеников и создание среды, сберегающей здоровье. Часть здания и территории отведена под собственный спортивный комплекс и зону отдыха.","Приоритетные ценности: академические достижения и результативность, патриотизм и гражданские добродетели, самореализация и развитие талантов."
forbes-low-08,,Солнечный ветер,,"В «Солнечном ветре» убеждены: школьные годы обязательно должны быть наполнены смыслом и радостью. Педагоги опираются на лучшие традиции советского и российского образования, дополняя их современными методами и адаптируя программу под каждого ребенка. Родители учеников утверждают, что в школе царит атмосфера дружбы и взаимной поддержки.",,forbes,,,,,,,,,,,low,522 000,1996,"[""Москва, улица Академика Варги, 2а""]",https://www.forbes.ru/,"В «Солнечном ветре» убеждены: школьные годы обязательно должны быть наполнены смыслом и радостью. Педагоги опираются на лучшие традиции советского и российского образования, дополняя их современными методами и адаптируя программу под каждого ребенка. Родители учеников утверждают, что в школе царит атмосфера дружбы и взаимной поддержки.","Приоритетные ценности: доброта и взаимопомощь, ответственность за свои действия и обучение, сотрудничество и командная работа."
forbes-low-09,,Центр образования «Столичный»,,"Школа обогащает государственные стандарты, которые лежат в основе образовательного процесса, авторскими методиками развития. Они направлены на раскрытие талантов каждого ребенка. Этому способствуют различные программы дополнительного образования, в том числе специализированные курсы, кружки и секции по интересам.",,forbes,,,,,,,,,,,low,378 000 — 710 500,1991,"[""Москва, Чертановская улица, 34а""]",https://www.forbes.ru/,"Школа обогащает государственные стандарты, которые лежат в основе образовательного процесса, авторскими методиками развития. Они направлены на раскрытие талантов каждого ребенка. Этому способствуют различные программы дополнительного образования, в том числе специализированные курсы, кружки и секции по интересам.","Приоритетные ценности: патриотизм и гражданские добродетели, самореализация и развитие талантов, уважение к личности, разнообразию мнений и культур."
forbes-mid-01,,Академическая гимназия,,"В Академической гимназии верят в ценность школьных традиций с разумной долей инноваций. Педагогическая команда помогает ученикам достигать высоких академических результатов, но также стремится создавать здоровьесберегающие условия обучения.",,forbes,,,,,,,,,,,mid,1 000 000,1994,"[""Москва, Новодмитровская улица, 2с9"", ""Москва, 6-й Лучевой просек, 21с11""]",https://www.forbes.ru/,"В Академической гимназии верят в ценность школьных традиций с разумной долей инноваций. Педагогическая команда помогает ученикам достигать высоких академических результатов, но также стремится создавать здоровьесберегающие условия обучения.","Приоритетные ценности: академические достижения и результативность, дисциплина и порядок, уважение к авторитету."
forbes-mid-02,,Гимназия Святителя Василия Великого,,"Православная гимназия исповедует консервативные ценности, используя в качестве эталона традиции русского образования конца XIX — начала XX века. Помимо обязательных дисциплин, здесь преподают православное богословие, церковнославянский язык, латынь. Школа делает упор на нравственное воспитание.",,forbes,,,,,,,,,,,mid,909 000 — 1 116 000,2006,"[""Московская область, Одинцовский городской округ, деревня Зайцево, Кокошкинское шоссе, 1""]",https://www.forbes.ru/,"Православная гимназия исповедует консервативные ценности, используя в качестве эталона традиции русского образования конца XIX — начала XX века. Помимо обязательных дисциплин, здесь преподают православное богословие, церковнославянский язык, латынь. Школа делает упор на нравственное воспитание.","Приоритетные ценности: моральные и семейные ценности, ответственность за свои действия и обучение, патриотизм и гражданские добродетели."
forbes-mid-03,,Горчаковский лицей МГИМО,,"Учрежденный МГИМО, Горчаковский лицей позволяет заранее начать подготовку к учебе в институте: погрузиться в его атмосферу, определиться с факультетом, познакомиться с преподавателями. Образовательная модель предполагает возможность составить собственную траекторию обучения, выбрав направления: от социально-гуманитарного до медицинского.",,forbes,,,,,,,,,,,mid,900 000 — 1 050 000,2016,"[""Московская область, Одинцово, Новоcпортивная улица, 3""]",https://www.forbes.ru/,"Учрежденный МГИМО, Горчаковский лицей позволяет заранее начать подготовку к учебе в институте: погрузиться в его атмосферу, определиться с факультетом, познакомиться с преподавателями. Образовательная модель предполагает возможность составить собственную траекторию обучения, выбрав направления: от социально-гуманитарного до медицинского.","Приоритетные ценности: академические достижения и результативность, конкуренция и индивидуальные достижения, уважение к личности, разнообразию мнений и культур."
forbes-mid-04,,Древо познаний,,"«Древо познаний» — школа, в которой ценится не механическое запоминание фактов, а аналитическое мышление. Дети учатся искать причинно-следственные связи и отличать достоверную информацию от вымысла. Школа делает акцент на активных формах обучения. Вместо пятибалльной системы здесь используется альтернативная шкала оценивания.",,forbes,,,,,,,,,,,mid,605 000,2022,"[""Московская область, Жуковский, улица Калугина, 9/1""]",https://www.forbes.ru/,"«Древо познаний» — школа, в которой ценится не механическое запоминание фактов, а аналитическое мышление. Дети учатся искать причинно-следственные связи и отличать достоверную информацию от вымысла. Школа делает акцент на активных формах обучения. Вместо пятибалльной системы здесь используется альтернативная шкала оценивания.","Приоритетные ценности: академические достижения и результативность, естественное развитие и индивидуальный темп, сотрудничество и командная работа."
forbes-mid-05,,Европейская гимназия,,"На всех уровнях обучения школа обогащает российскую программу лучшими мировыми образовательными практиками. Основной язык преподавания — русский, а с 5-го класса часть предметов преподается на английском. С трех лет дети занимаются проектной деятельностью, оттачивают навыки критического и креативного мышления. Школа сочетает высокие академические стандарты с атмосферой свободы и взаимного уважения.",,forbes,,,,,,,,,,,mid,775 000 — 1 143 000,1992,"[""Москва, улица Сокольнический Вал, 28""]",https://www.forbes.ru/,"На всех уровнях обучения школа обогащает российскую программу лучшими мировыми образовательными практиками. Основной язык преподавания — русский, а с 5-го класса часть предметов преподается на английском. С трех лет дети занимаются проектной деятельностью, оттачивают навыки критического и креативного мышления. Школа сочетает высокие академические стандарты с атмосферой свободы и взаимного уважения.","Приоритетные ценности: ответственность за свои действия и обучение, самореализация и развитие талантов, эмоциональная безопасность и поддержка."
forbes-mid-06,,Золотое сечение,,"Все ученики углубленно изучают два иностранных языка: английский и один по выбору (испанский, итальянский, китайский, немецкий или французский). В старшей школе можно выбрать профиль: естественно-научный, гуманитарный или физико-математический — либо продолжить обучение в общеобразовательной группе. Главные ценности школы — сотрудничество, ответственность, доверие и развитие.",,forbes,,,,,,,,,,,mid,1 120 000 — 1 300 000,1992,"[""Москва, Ленинский проспект, 13а (5–11-й класс)"", ""Москва, Комсомольский проспект, 45 (детский сад и начальная школа)""]",https://www.forbes.ru/,"Все ученики углубленно изучают два иностранных языка: английский и один по выбору (испанский, итальянский, китайский, немецкий или французский). В старшей школе можно выбрать профиль: естественно-научный, гуманитарный или физико-математический — либо продолжить обучение в общеобразовательной группе. Главные ценности школы — сотрудничество, ответственность, доверие и развитие.","Приоритетные ценности: академические достижения и результативность, моральные и семейные ценности, сотрудничество и командная работа."
forbes-mid-07,,Карьера,,"Старшая школа «Карьера» и начальная школа «Интеллект» — авторские проекты, основанные Кариной Черняковой, которая руководит ими по сей день. Школы представляют собой пространство для обучения и развития, в котором дети и педагоги находятся в комфортной среде, способствующей самореализации и развитию творческого потенциала.",,forbes,,,,,,,,,,,mid,650 000 — 730 000,1998,"[""Москва, Краснодарская улица, 11"", ""Москва, Ставропольская улица, 16"", ""Новохохловская ул., 15к4.""]",https://www.forbes.ru/,"Старшая школа «Карьера» и начальная школа «Интеллект» — авторские проекты, основанные Кариной Черняковой, которая руководит ими по сей день. Школы представляют собой пространство для обучения и развития, в котором дети и педагоги находятся в комфортной среде, способствующей самореализации и развитию творческого потенциала.","Приоритетные ценности: ответственность за свои действия и обучение, самореализация и развитие талантов, сотрудничество и командная работа."
forbes-mid-08,,Колибри,,"Частная билингвальная школа «Колибри» проводит обучение сразу на двух языках: русском и английском. Небольшие классы, широкий спектр элективных курсов, тьюторская поддержка и богатая внеклассная деятельность помогают реализовывать индивидуальный подход к обучению каждого ребенка.",,forbes,,,,,,,,,,,mid,700 000 — 720 000,1993,"[""Москва, Никитинская улица, 24а""]",https://www.forbes.ru/,"Частная билингвальная школа «Колибри» проводит обучение сразу на двух языках: русском и английском. Небольшие классы, широкий спектр элективных курсов, тьюторская поддержка и богатая внеклассная деятельность помогают реализовывать индивидуальный подход к обучению каждого ребенка.","Приоритетные ценности: академические достижения и результативность, уважение к личности, разнообразию мнений и культур, эмоциональная безопасность и поддержка."
forbes-mid-09,,Лидер,,"Школа «Лидер» и прогимназия «Белоснежка» составляют единую образовательную экосистему. В прогимназии занимаются дошколь­ники и младшие школьники, а школа «Лидер» ведет обучение по программам основного и среднего образования. В школе ценят традиционные педагогические подходы и тщательно следят за успеваемостью учеников.",,forbes,,,,,,,,,,,mid,525 000 — 740 000,2004,"[""Москва, Юровская улица, 41"", ""Москва, Куркинское шоссе, 42к3""]",https://www.forbes.ru/,"Школа «Лидер» и прогимназия «Белоснежка» составляют единую образовательную экосистему. В прогимназии занимаются дошколь­ники и младшие школьники, а школа «Лидер» ведет обучение по программам основного и среднего образования. В школе ценят традиционные педагогические подходы и тщательно следят за успеваемостью учеников.","Приоритетные ценности: академические достижения и результативность, лидерские качества и инициативность, эмоциональная безопасность и поддержка."
forbes-mid-10,,Лидеры,,"Школа нацелена на формирование у учеников лидерских качеств, активной жизненной позиции, самостоятельности, стратегического мышления, коммуникативных навыков. Она стремится ­ создать условия для всестороннего развития детей и предложить им сильное классическое образование.",,forbes,,,,,,,,,,,mid,1 140 000,2015,"[""Московская область, Одинцовский городской округ, село Ромашково, Никольская улица, 16к2""]",https://www.forbes.ru/,"Школа нацелена на формирование у учеников лидерских качеств, активной жизненной позиции, самостоятельности, стратегического мышления, коммуникативных навыков. Она стремится ­ создать условия для всестороннего развития детей и предложить им сильное классическое образование.","Приоритетные ценности: академические достижения и результативность, доброта и взаимопомощь, лидерские качества и инициативность."
forbes-mid-11,,Лучик,,"«Лучик» — первый частный детский сад, зарегистрированный в России. Он открылся в 1988 году, а через семь лет появилась школа. «Лучик» создавался как альтернатива государственному образованию: без муштры и уравниловки, с убеждением, что каждый ребенок — личность. Сегодня центр образования включает в себя два детских сада, начальную, основную и среднюю школу. «Лучик» придерживается личностно ориентированного подхода к обучению и воспитанию, а одна из его главных ценностей — безусловное принятие ребенка.",,forbes,,,,,,,,,,,mid,495 000 — 841 000,1995,"[""Москва, улица Вучетича, 7а""]",https://www.forbes.ru/,"«Лучик» — первый частный детский сад, зарегистрированный в России. Он открылся в 1988 году, а через семь лет появилась школа. «Лучик» создавался как альтернатива государственному образованию: без муштры и уравниловки, с убеждением, что каждый ребенок — личность. Сегодня центр образования включает в себя два детских сада, начальную, основную и среднюю школу. «Лучик» придерживается личностно ориентированного подхода к обучению и воспитанию, а одна из его главных ценностей — безусловное принятие ребенка.","Приоритетные ценности: академические достижения и результативность, моральные и семейные ценности, эмоциональная безопасность и поддержка."
forbes-mid-12,,Москвич,,"«Москвич» видит свою задачу в том, чтобы давать качественное образование с опорой на традиции русской школы и уважение к личности учащегося. Наряду с обычными уроками школа регулярно проводит занятия в научных учреждениях и музеях. Благодаря небольшому размеру классов (9–16 человек) и мастерству педагогов ученики «Москвича» получают высокие баллы на выпускных экзаменах и успешно поступают в ведущие вузы России.",,forbes,,,,,,,,,,,mid,680 000,1991,"[""Москва, Ленинский проспект, 86б""]",https://www.forbes.ru/,"«Москвич» видит свою задачу в том, чтобы давать качественное образование с опорой на традиции русской школы и уважение к личности учащегося. Наряду с обычными уроками школа регулярно проводит занятия в научных учреждениях и музеях. Благодаря небольшому размеру классов (9–16 человек) и мастерству педагогов ученики «Москвича» получают высокие баллы на выпускных экзаменах и успешно поступают в ведущие вузы России.","Приоритетные ценности: академические достижения и результативность, моральные и семейные ценности, самореализация и развитие талантов."
forbes-mid-13,,Московский лицей «Ступени»,,"Московский лицей «Ступени» задумывался как камерное учебное заведение, которое станет альтернативой стандартизированной государственной школе. Более трех десятилетий лицей придерживается идеи о том, что к каждому ученику нужно найти индивидуальный подход, в рамках которого ребенок будет находиться в фокусе внимания педагогов и воспитателей, а школа и семья будут растить и развивать его сообща.",,forbes,,,,,,,,,,,mid,798 300,1990,"[""Москва, Скорняжный переулок, 3с2""]",https://www.forbes.ru/,"Московский лицей «Ступени» задумывался как камерное учебное заведение, которое станет альтернативой стандартизированной государственной школе. Более трех десятилетий лицей придерживается идеи о том, что к каждому ученику нужно найти индивидуальный подход, в рамках которого ребенок будет находиться в фокусе внимания педагогов и воспитателей, а школа и семья будут растить и развивать его сообща.","Приоритетные ценности: академические достижения и результативность, дисциплина и порядок, моральные и семейные ценности."
forbes-mid-14,,Муми-Тролль,,"В «Муми-Тролле» с детьми с самого начала обучения работают педагоги-предметники, а за каждым классом закреплен куратор. Учителя помогают детям не только осваивать программу, но и выстраивать отношения: быть внимательными, дружить, поддерживать друг друга. Ученики старшей школы демонстрируют высокие результаты на выпускных экзаменах — школа входит в число лучших по этому показателю.",,forbes,,,,,,,,,,,mid,С 753 000 — 890 000,1990,"[""Москва, Волоколамское шоссе, 1а"", ""Московская область, Химки, микрорайон Новогорск, Соколовская улица, 10""]",https://www.forbes.ru/,"В «Муми-Тролле» с детьми с самого начала обучения работают педагоги-предметники, а за каждым классом закреплен куратор. Учителя помогают детям не только осваивать программу, но и выстраивать отношения: быть внимательными, дружить, поддерживать друг друга. Ученики старшей школы демонстрируют высокие результаты на выпускных экзаменах — школа входит в число лучших по этому показателю.","Приоритетные ценности: академические достижения и результативность, самореализация и развитие талантов, уважение к личности, разнообразию мнений и культур."
forbes-mid-15,,Наследник,,"Школа опирается на традиции фундаментального российского образования и использует новейшие технологии. «Наследник» стал первой школой в стране, реализующей программу ранней практической профориентации школьников. Обучение ведется по информационно-­технологическому, физико-математическому, экономико-юридическому и лингвистическому профилям, а также по индивидуальным учебным планам.",,forbes,,,,,,,,,,,mid,960 400 — 1 395 000,1992,"[""Москва, улица Борисовские Пруды, 19к1""]",https://www.forbes.ru/,"Школа опирается на традиции фундаментального российского образования и использует новейшие технологии. «Наследник» стал первой школой в стране, реализующей программу ранней практической профориентации школьников. Обучение ведется по информационно-­технологическому, физико-математическому, экономико-юридическому и лингвистическому профилям, а также по индивидуальным учебным планам.","Приоритетные ценности: академические достижения и результативность, лидерские качества и инициативность, равенство и самоуправление."
forbes-mid-16,,Ника,,"«Ника» — одна из крупнейших частных школ Москвы. Ею по сей день руководит основательница — психолог Ирина Рублева. В «Нике» не гонятся за высокими баллами, но и не принимают детей, которые не хотят учиться: школе важно, чтобы ее сообщество оставалось дружным, открытым и ориентированным на результат. «Ника» — ассоциированная школа ЮНЕСКО и экспериментальная методологическая площадка Российской академии образования.",,forbes,,,,,,,,,,,mid,942 000 — 991 300,1995,"[""Москва, поселение Краснопахорское, село Красное, 3а"", ""Москва, улица Каховка, 33к2"", ""Москва, Малая Юшуньская улица, 4""]",https://www.forbes.ru/,"«Ника» — одна из крупнейших частных школ Москвы. Ею по сей день руководит основательница — психолог Ирина Рублева. В «Нике» не гонятся за высокими баллами, но и не принимают детей, которые не хотят учиться: школе важно, чтобы ее сообщество оставалось дружным, открытым и ориентированным на результат. «Ника» — ассоциированная школа ЮНЕСКО и экспериментальная методологическая площадка Российской академии образования.","Приоритетные ценности: академические достижения и результативность, самореализация и развитие талантов, эмоциональная безопасность и поддержка."
forbes-mid-17,,Новая школа,,"Учредитель школы — благотворительный фонд «Дар», проект частного инвестора Никиты Мишина. Главная цель учебного заведения — помочь детям ­ узнать свои сильные и слабые стороны, научиться принимать осознанные решения и делать самостоятельный выбор. При отборе детей первостепенную роль играют не оценки, а совпадение ценностей семьи с философией школы.",,forbes,,,,,,,,,,,mid,1 070 000,2017,"[""Москва, Мосфильмовская улица, 88к5""]",https://www.forbes.ru/,"Учредитель школы — благотворительный фонд «Дар», проект частного инвестора Никиты Мишина. Главная цель учебного заведения — помочь детям ­ узнать свои сильные и слабые стороны, научиться принимать осознанные решения и делать самостоятельный выбор. При отборе детей первостепенную роль играют не оценки, а совпадение ценностей семьи с философией школы.","Приоритетные ценности: ответственность за свои действия и обучение, самореализация и развитие талантов, сотрудничество и командная работа."
forbes-mid-18,,Областная гимназия имени Е. М. Примакова,,"Гимназия имени Е. М. Примакова — флагманская билингвальная школа Московской области для одаренных детей. Обучение здесь ведется на двух языках: русском и английском. В школе применяют инновационные методики со всего мира, в том числе сингапурскую модель и проектное обучение. Благодаря внеурочной программе и дополнительным занятиям ученики находятся в атмосфере, настраивающей на творчество и развитие.",,forbes,,,,,,,,,,,mid,990 000,2017,"[""Московская область, Одинцовский городской округ, деревня Раздоры, Утренняя улица, 1""]",https://www.forbes.ru/,"Гимназия имени Е. М. Примакова — флагманская билингвальная школа Московской области для одаренных детей. Обучение здесь ведется на двух языках: русском и английском. В школе применяют инновационные методики со всего мира, в том числе сингапурскую модель и проектное обучение. Благодаря внеурочной программе и дополнительным занятиям ученики находятся в атмосфере, настраивающей на творчество и развитие.","Приоритетные ценности: академические достижения и результативность, лидерские качества и инициативность, сотрудничество и командная работа."
forbes-mid-19,,Областной технолицей имени В. И. Долгих,,"Технолицей — частная школа, учрежденная правительством Московской области и гимназией имени Е. М. Примакова при поддержке «Норникеля». Миссия учебного заведения — «подготовка технологических лидеров в соответствии с национальными интересами России».",,forbes,,,,,,,,,,,mid,990 000,2023,"[""Московская область, муниципальный округ Истра, село Павловская Слобода, Академическая улица, 1""]",https://www.forbes.ru/,"Технолицей — частная школа, учрежденная правительством Московской области и гимназией имени Е. М. Примакова при поддержке «Норникеля». Миссия учебного заведения — «подготовка технологических лидеров в соответствии с национальными интересами России».","Приоритетные ценности: академические достижения и результативность, лидерские качества и инициативность, моральные и семейные ценности."
forbes-mid-20,,Олимп-Плюс,,"Частная школа «Олимп-Плюс» входит в экосистему, объединяющую несколько образовательных проектов, в числе которых школа заочного обучения МШСО и Горчаковский лицей МГИМО. Миссия школы — создать безопасную среду, где можно раскрыть собственный потенциал. Педагогическая команда поддерживает каждого ребенка и создает климат, в котором учителя и ученики бережно относятся друг к другу.",,forbes,,,,,,,,,,,mid,923 000 — 1 073 000,1998,"[""Москва, Рублевское шоссе, 121""]",https://www.forbes.ru/,"Частная школа «Олимп-Плюс» входит в экосистему, объединяющую несколько образовательных проектов, в числе которых школа заочного обучения МШСО и Горчаковский лицей МГИМО. Миссия школы — создать безопасную среду, где можно раскрыть собственный потенциал. Педагогическая команда поддерживает каждого ребенка и создает климат, в котором учителя и ученики бережно относятся друг к другу.","Приоритетные ценности: академические достижения и результативность, ответственность за свои действия и обучение, самореализация и развитие талантов."
forbes-mid-21,,СААШ «Марина»,,"В славянско-англо-американской школе «Марина» преподавание ведется на двух языках — русском и английском. Ученики также осваивают два иностранных языка из трех по выбору: немецкий, испанский или французский. В школе работают российские и иностранные преподаватели, а программа ­ предполагает образовательный и культурный обмен. Школьники участвуют в международных конкурсах и олимпиадах.",,forbes,,,,,,,,,,,mid,600 000,1991,"[""Москва, улица Панферова, 6к2""]",https://www.forbes.ru/,"В славянско-англо-американской школе «Марина» преподавание ведется на двух языках — русском и английском. Ученики также осваивают два иностранных языка из трех по выбору: немецкий, испанский или французский. В школе работают российские и иностранные преподаватели, а программа ­ предполагает образовательный и культурный обмен. Школьники участвуют в международных конкурсах и олимпиадах.","Приоритетные ценности: доброта и взаимопомощь, самореализация и развитие талантов, сотрудничество и командная работа."
